Process ID,Process Name,Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%),Anomaly
0,System Idle Process,1715710471540221.0,0.0,4.8456268096901875e-05,0.0,0
4,System,1715710471540221.0,0.0,0.10028024682653842,0.0,0
108,,1715710471540221.0,0.0,0.29139176820071944,0,0
172,Registry,1715710471540221.0,0.0,0.3951366381961864,0,0
672,smss.exe,1715710471540221.0,0.0,0.0077530028955043,0,0
760,csrss.exe,1715710471540221.0,0.0,0.031278521056550164,0,0
824,svchost.exe,1715710471540221.0,0.0,0.05625772726050308,0,0
1092,wininit.exe,1715710471540221.0,0.0,0.040485211994961516,0,0
1136,csrss.exe,1715710471540221.0,0.0,0.038062398590116425,0,0
1172,services.exe,1715710471540221.0,0.0,0.1019277599418331,0,0
1204,winlogon.exe,1715710471540221.0,0.0,0.0774331164188492,0,0
1260,LsaIso.exe,1715710471540221.0,0.0,0.02301672734602839,0,0
1276,lsass.exe,1715710471540221.0,0.0,0.15886387495569282,0,0
1332,svchost.exe,1715710471540221.0,0.0,0.032126505748245944,0,0
1396,svchost.exe,1715710471540221.0,0.0,0.20363746667723015,0,0
1424,fontdrvhost.exe,1715710471540221.0,0.0,0.02747470401094336,0,0
1432,fontdrvhost.exe,1715710471540221.0,0.0,0.02199914571599345,0,0
1508,WUDFHost.exe,1715710471540221.0,0.0,0.06590052461178655,0,0
1572,svchost.exe,1715710471540221.0,0.0,0.09296335034390625,0,0
1620,WUDFHost.exe,1715710471540221.0,0.0,0.04840781182880498,0,0
1692,WUDFHost.exe,1715710471540221.0,0.0,0.1529764383819192,0,0
1744,svchost.exe,1715710471540221.0,0.0,0.05342303557683432,0,0
1832,dwm.exe,1715710471540221.0,0.0,1.0020756242439308,0,0
1908,svchost.exe,1715710471540221.0,0.0,0.05635463979669688,0,0
2004,svchost.exe,1715710471540221.0,0.0,0.047850564745690605,0,0
2016,svchost.exe,1715710471540221.0,0.0,0.031641943067276926,0,0
2032,svchost.exe,1715710471540221.0,0.0,0.03731132643461444,0,0
2040,svchost.exe,1715710471540221.0,0.0,0.0581232935822338,0,0
2072,svchost.exe,1715710471540221.0,0.0,0.07496184674590721,0,0
2084,svchost.exe,1715710471540221.0,0.0,0.05143632858486134,0,0
2100,svchost.exe,1715710471540221.0,0.0,0.08109156466016529,0,0
2112,WsaService.exe,1715710471540221.0,0.0,0.0993111214646004,0,0
2192,svchost.exe,1715710471540221.0,0.0,0.06747535332493587,0,0
2228,svchost.exe,1715710471540221.0,0.0,0.10328453544854635,0,0
2244,svchost.exe,1715710471540221.0,0.0,0.062435901442858065,0,0
2252,svchost.exe,1715710471540221.0,0.0,0.06740266892279051,0,0
2264,svchost.exe,1715710471540221.0,0.0,0.05163015365724895,0,0
2300,svchost.exe,1715710471540221.0,0.0,0.12101952957201245,0,0
